time,flux
1438.1460450954041,0.99620485
1438.1474339781353,0.9986749
1438.1488228608664,0.9971755
1438.150211743599,0.9957101
1438.1516006263314,1.0001161
1438.1529895090625,1.000851
1438.1543783917944,1.0024661
1438.1557672745262,1.0006312
1438.157156157258,1.00153
1438.1585450399898,1.0001886
1438.1599339227216,0.99750423
1438.1613228055699,0.9996695
1438.162711688301,0.99727243
1438.1641005710335,1.0004126
1438.165489453766,1.0007083
1438.1668783366135,0.9988829
1438.1682672193447,1.0008663
1438.1696561021936,1.0023633
1438.171044984926,1.0001438
1438.1724338676572,0.99965805
1438.1738227505048,0.9990817
1438.1752116332366,0.99816585
1438.1766005160855,1.0002208
1438.1779893989337,1.0005586
1438.1793782816655,1.0009098
1438.1807671645138,0.9964134
1438.1821560472456,0.9992551
1438.1835449300936,0.99794954
1438.184933812942,1.0004376
1438.18632269579,1.0002425
1438.1877115785212,1.0009465
1438.1891004613694,0.9980227
1438.1904893442183,1.0014735
1438.1918782270666,1.0002768
1438.1932671099141,0.9999911
1438.194655992763,1.0002866
1438.1960448754955,0.99868405
1438.197433758343,1.0000616
1438.1988226411906,1.0032606
1438.2002115240389,0.9993064
1438.2016004068878,1.0009664
1438.202989289736,1.0004839
1438.2043781727,0.99661064
1438.2057670555482,1.0002993
1438.2071559383971,0.9955636
1438.2085448212454,0.99984056
1438.2099337040936,1.0000672
1438.2113225869418,1.0003
1438.2127114699058,0.99998015
1438.214100352754,1.0024297
1438.215489235603,1.0006899
1438.2168781184512,0.99939626
1438.2182670014151,0.99955606
1438.2196558842634,0.9983635
1438.2210447671123,0.99687755
1438.222433650077,1.0002304
1438.2238225329245,0.9969473
1438.2252114158891,1.0005983
1438.226600298738,0.99992186
1438.2279891817027,1.0013437
1438.2293780645502,1.0004069
1438.230766947515,0.9986013
1438.2321558303631,0.9981424
1438.2335447133278,0.9990006
1438.234933596293,0.9986655
1438.2363224791413,0.9977002
1438.2377113621053,0.99943084
1438.2391002449535,0.99910945
1438.2404891279189,1.0018673
1438.2418780108835,0.9981363
1438.2432668938475,1.0012738
1438.244655776695,1.001615
1438.2460446596604,1.0006139
1438.2474335426257,0.9996769
1438.2488224255894,1.0000341
1438.250211308554,0.999236
1438.2516001915194,1.0033889
1438.2529890743676,0.99775845
1438.2543779573316,1.0018824
1438.2557668402962,0.9976595
1438.257155723261,0.99934196
1438.2585446062255,0.9992671
1438.2599334891902,0.9997977
1438.2613223721548,1.0005451
1438.2627112551195,0.997836
1438.2641001380834,1.0005707
1438.2654890210488,1.0015908
1438.266877904014,1.0006546
1438.2682667870945,0.9978633
1438.2696556700585,0.999344
1438.2710445530238,1.0010204
1438.2724334359891,0.99982834
1438.273822318953,1.0026481
1438.2752112019177,0.99886173
1438.2766000849988,0.998018
1438.2779889679634,1.0001873
1438.279377850928,0.9995788
1438.2807667338927,0.99991083
1438.2821556169738,1.0016931
1438.2835444999384,1.000875
1438.284933382903,0.99834013
1438.2863222659842,0.99941635
1438.2877111489488,0.9994241
1438.2891000320292,1.0004125
1438.2904889149945,0.99948347
1438.2918777979598,1.0004922
1438.2932666810402,1.0012798
1438.2946555640042,1.0012751
1438.296044447086,0.9976669
1438.2974333300513,1.001483
1438.2988222131316,0.9992755
1438.3002110960956,0.999083
1438.3015999791767,1.000202
1438.302988862142,1.002133
1438.304377745223,1.0002375
1438.3057666283041,0.99870473
1438.3071555112685,0.9991204
1438.3085443943496,0.99739164
1438.3099332774307,0.998187
1438.3113221603953,0.99955547
1438.3127110434764,1.0013825
1438.3140999265568,1.000089
1438.3154888095214,1.0024403
1438.3168776926032,1.0007575
1438.3182665756842,1.0017809
1438.3196554586482,0.99825937
1438.32104434173,1.0000417
1438.3224332248117,1.0000418
1438.323822107892,0.9997202
1438.3252109909724,0.99858665
1438.3265998740535,0.99877775
1438.3279887570188,0.99778146
