time,flux
1517.8320394705943,0.999164
1517.833428404535,1.0009794
1517.834817338011,1.0002298
1517.836206271486,1.0000348
1517.837595205426,1.0000799
1517.8389841389012,0.99955755
1517.8403730728423,1.0003145
1517.8417620063176,0.99895227
1517.8431509402576,0.999456
1517.8445398737326,0.99921584
1517.8459288076742,0.9993591
1517.8473177411493,0.999728
1517.8487066750895,0.99925137
1517.8500956085645,0.99946606
1517.8514845425052,1.0004284
1517.8528734759802,1.000503
1517.8542624099218,0.99964345
1517.8556513433969,0.9992524
1517.857040277337,1.0011238
1517.8584292108126,0.9993684
1517.8598181447542,0.99963754
1517.8612070782287,1.0000403
1517.8625960121685,1.001347
1517.8639849456436,1.0000304
1517.8653738795851,0.99951696
1517.8667628135258,1.0002892
1517.8681517470009,1.0001875
1517.8695406809418,0.9996446
1517.8709296144161,0.99832696
1517.8723185483568,0.9995617
1517.8737074818328,0.9994651
1517.8750964157734,1.0004631
1517.8764853497137,0.9989139
1517.8778742831892,0.9980047
1517.8792632171308,0.99958295
1517.8806521506053,0.9990535
1517.882041084545,0.9992613
1517.883430018486,0.9994992
1517.8848189519617,0.99969864
1517.8862078859024,0.99962395
1517.8875968193774,0.9995917
1517.8889857533184,0.99924046
1517.8903746872584,1.0001124
1517.8917636207334,0.99968153
1517.893152554675,0.99998444
1517.8945414886157,0.9992716
1517.8959304220903,1.0006887
1517.8973193560316,0.9999202
1517.898708289973,0.99973136
1517.9000972234476,0.99918133
1517.9014861573883,1.0008746
1517.902875091329,1.0016705
1517.904264024804,1.0002087
1517.9056529587447,0.99986655
1517.9070418926856,0.9989292
1517.9084308261608,1.0002532
1517.9098197601006,0.9995285
1517.9112086940422,0.9992048
1517.9125976275182,0.9986609
1517.913986561458,0.9996198
1517.9153754953982,0.99956805
1517.9167644293395,0.9997543
1517.9181533628152,0.99990433
1517.9195422967555,1.0000395
1517.9209312306962,0.9994311
1517.9223201641712,0.99997485
1517.9237090981119,0.999662
1517.9250980320526,0.9995764
1517.9264869659935,0.9989563
1517.9278758994687,0.9993587
1517.9292648334085,0.9997197
1517.9306537673501,0.9996157
1517.9320427012917,0.9992443
1517.9334316347658,0.9999054
1517.934820568706,0.9992541
