time,flux
1325.296763462542,1.0000788
1325.298152379861,0.99993813
1325.29954129718,0.99973357
1325.3009302144987,1.0000688
1325.3023191319342,0.99995655
1325.3037080492531,1.0001576
1325.305096966572,1.0000318
1325.306485884007,1.0002689
1325.307874801326,1.0008117
1325.3092637187615,1.000789
1325.3106526360802,1.0006208
1325.312041553399,1.0002453
1325.3134304708346,1.0007111
1325.3148193882705,1.0006489
1325.3162083055895,1.0006363
1325.317597223024,1.0005273
1325.3189861403434,1.0004205
1325.3203750577788,1.0001211
1325.3217639752133,1.0005879
1325.323152892533,1.0006459
1325.3245418099684,1.0001278
1325.325930727403,0.9998312
1325.327319644839,0.99997807
1325.3287085621578,1.0000628
1325.3300974795925,1.0006168
1325.3314863970286,1.0003139
1325.3328753144644,1.0005001
1325.3342642318999,1.0001403
1325.335653149335,1.0007805
1325.3370420667704,1.0001974
1325.3384309842058,1.0004675
1325.339819901641,1.0004234
1325.3412088190762,0.9996894
1325.3425977365116,1.000132
1325.343986653947,1.0003451
1325.3453755713822,0.9998362
1325.3467644889347,1.000339
1325.3481534063699,1.0003085
1325.3495423238046,1.0000383
1325.3509312412407,1.00035
1325.3523201587923,1.0003222
1325.353709076227,1.0005683
1325.3550979936629,1.0005292
1325.3564869112147,1.0003884
1325.3578758286492,1.0005568
1325.359264746085,1.0003779
1325.360653663637,0.9997397
1325.3620425810716,1.0008284
1325.3634314986239,0.9999069
1325.36482041606,1.0005112
1325.366209333611,1.0000421
1325.3675982510463,1.0000043
1325.3689871685988,1.0006126
1325.3703760861497,1.0003586
1325.371765003585,1.0002917
1325.3731539211376,1.0005842
1325.3745428386892,0.99990493
1325.3759317561244,0.99998486
1325.3773206736762,1.0002551
1325.378709591228,1.0003315
1325.3800985087796,1.0002512
1325.3814874263312,0.999846
1325.3828763438837,1.0000979
1325.3842652613191,0.9999527
1325.38565417887,1.0002183
1325.3870430964225,0.9994867
1325.3884320139741,1.0000367
1325.3898209315253,0.99970084
1325.3912098490778,1.0003346
1325.3925987666294,1.000552
1325.3939876841805,1.0001143
1325.395376601733,1.0004526
1325.3967655192846,1.0001839
1325.3981544369522,1.0007459
1325.3995433545044,0.99960697
1325.4009322720567,1.0000707
1325.4023211896078,0.999829
1325.4037101071594,0.99923474
1325.4050990248284,1.000593
1325.4064879423795,0.99956435
1325.407876859931,1.0000277
1325.4092657774836,1.0005587
1325.4106546951516,0.99985206
1325.4120436127034,0.9996468
1325.4134325303717,1.0001822
1325.4148214479233,1.0002615
1325.4162103654749,1.0001986
1325.4175992831433,1.0003877
1325.4189882006956,1.0002773
1325.4203771183638,1.000422
1325.4217660359147,1.000062
1325.4231549535834,0.9999605
1325.4245438712517,0.9997179
1325.4259327888026,0.99967057
1325.4273217064715,1.0003741
1325.4287106240233,1.0001671
1325.4300995416907,0.999468
1325.4314884593596,1.0001079
1325.4328773770276,1.0002086
1325.4342662945787,0.9995709
1325.4356552122476,1.0003039
1325.4370441299163,1.0003191
1325.4384330475837,0.999895
1325.4398219651357,1.0001725
1325.4412108828044,1.0006955
1325.4425998004717,0.99990904
1325.44398871814,0.99985206
1325.4453776358087,1.000242
1325.4467665534762,1.0003004
1325.4481554711442,1.0003611
1325.4495443888131,1.0000339
1325.4509333064811,1.0003498
1325.4523222241496,1.0000674
1325.4537111418176,1.000978
1325.4551000594865,1.0004566
1325.4564889771545,1.0002515
1325.457877894822,1.0003245
1325.4592668124908,1.0003085
1325.4606557302754,1.0001032
1325.4620446479428,0.9997692
1325.4634335656115,1.000546
1325.46482248328,0.99944067
1325.4662114009473,0.99999774
1325.4676003187324,1.0000297
1325.4689892364006,1.000292
1325.470378154068,1.0003645
1325.4717670718533,1.0001577
1325.4731559895222,1.0001336
1325.4745449071895,1.0003852
1325.4759338249742,1.000455
1325.477322742643,0.99977434
1325.4787116604268,1.0000538
1325.480100578095,0.9999668
1325.4814894958802,1.0003895
1325.4828784135475,1.000103
1325.4842673313321,0.9996117
1325.4856562490008,1.0001832
1325.4870451667848,1.0004014
1325.4884340844528,1.0005502
1325.4898230022382,1.0000547
1325.491211919907,0.99998903
1325.4926008376915,0.99988925
1325.4939897554755,1.0002462
1325.4953786731444,1.0002956
1325.4967675909288,1.0002601
1325.4981565087128,1.0000854
1325.4995454264981,1.0003002
1325.5009343441661,1.0005809
1325.50232326195,1.0005614
1325.5037121797352,0.9998569
1325.5051010975199,0.9993776
1325.5064900151872,1.0002304
1325.5078789329723,0.9996638
1325.5092678507576,0.999934
1325.5106567685416,0.9996095
1325.512045686326,0.9995571
1325.5134346041114,1.0002328
1325.5148235218953,1.0002459
1325.5162124396797,1.0000806
1325.517601357465,0.99997765
1325.5189902752488,1.0003039
1325.5203791930335,1.0003988
1325.5217681108188,1.0005518
1325.5231570286026,0.99985516
1325.5245459463872,1.0001976
1325.5259348641723,0.99988985
1325.527323781957,1.0002348
1325.5287126997414,1.000105
1325.5301016175258,1.0003554
1325.5314905354276,0.99998605
1325.532879453212,1.0004089
1325.534268370996,1.0003248
1325.5356572887813,1.0007875
1325.5370462066821,1.000332
1325.538435124466,1.0004545
1325.5398240422514,0.99985605
1325.5412129600359,0.99991465
1325.5426018779362,1.0005096
1325.5439907957216,1.0007285
1325.5453797135067,1.0003967
1325.5467686314068,1.000114
1325.5481575491915,0.99991333
1325.5495464669766,1.0000167
1325.550935384877,1.0002668
1325.5523243026614,1.0000058
1325.5537132205632,1.0001993
1325.5551021383471,1.0001196
1325.556491056248,0.99996907
1325.5578799740333,1.0008966
1325.5592688919342,1.0004461
1325.5606578097188,1.000074
1325.5620467276199,1.0000827
